,Earnings Yield,Dividend Yield,EPS Growth,Sales Growth,ROE,ROA,Gross Margin,Net Income Margin,Operating Margin,Price to Sales,Price to Book,MarketCap,momentum_12m,momentum_6m,momentum_3m,future_return,volatility,beta,idiosyncratic_vol,avg_volume
RL,0.0497934765765511,1.5,0.112,0.108,0.27571,0.07935,0.6808,0.10139,0.18064,1.9579933,5.362036,13607270400.0,0.22523910568681393,0.26608701325327133,-0.02777312778682417,-0.19303326003421417,0.3834839372186981,1.0,0.3834839372186981,965350.0
RJF,0.07191516484430044,1.4,0.233,0.146,0.19111,0.026719999,0.9333,0.16391,0.20052,2.2038774,2.4595373,29177135104.0,0.2034219811510547,0.2256512421189174,-0.11553566335789645,-0.11613908134705453,0.31035667638322006,1.0,0.31035667638322006,1354630.0
RTX,0.02730979038233843,1.94,0.049,0.085,0.08125,0.03258,0.19086,0.05913,0.10271,2.1495252,2.8785598,173548355584.0,0.4668833838880577,0.09361954013426876,0.11722156114566862,0.030508726758733618,0.2687162164292688,1.0,0.2687162164292688,5245373.333333333
O,0.017287000599081004,5.68,-0.244,0.245,0.02404,0.02299,0.92846,0.16306,0.43984002,9.573909,1.3012141,50540044288.0,0.14685096714457324,-0.06613189038290623,0.03974149160972762,0.05340592158025248,0.2591705879054229,1.0,0.2591705879054229,5656920.0
REG,0.02968903849525265,3.97,-0.038,0.036,0.05817,0.02859,0.71193004,0.26634002,0.39483002,8.626124,1.9780128,12967574528.0,0.21921728269381258,-0.025902967448384606,-0.023802554928146646,-0.035663112584803924,0.29993158550858573,1.0,0.29993158550858573,1070976.6666666667
REGN,0.05750745440377709,0.53,-0.208,0.103,0.15951,0.07314,0.49988997,0.3107,0.26905,5.1334715,2.437693,72905564160.0,-0.30839179921912696,-0.42657798409637937,-0.13618764101387526,0.005824966723352976,0.3196806981927687,1.0,0.3196806981927687,974446.6666666666
RF,0.09006066216021126,4.67,0.0,0.156,0.10694,0.01223,0.0,0.28699,0.46976003,2.9418006,1.204474,19404115968.0,0.15320466520911813,-0.003245188639675156,-0.14730837875700087,-0.097191823029383,0.36113543304996854,1.0,0.36113543304996854,8156690.0
RSG,0.028016035482196874,1.0,0.168,0.056,0.18624,0.06331,0.42808,0.12743,0.20282,4.519289,6.347048,72453242880.0,0.2623491605527235,0.13697732716457045,0.10616027320145549,0.03807603806190585,0.1865254197433702,1.0,0.1865254197433702,1072773.3333333333
RMD,0.03778551205225585,0.95,0.649,0.103,0.25654,0.13886,0.59023,0.25345,0.32544,6.6822047,6.266704,32921708544.0,0.17519426577867225,-0.10195421262764048,-0.08591720574169348,-0.05045115132204048,0.31651427975997304,1.0,0.31651427975997304,1062763.3333333333
RVTY,0.020641585901301433,0.25,0.219,0.048,0.036429998,0.01973,0.55813,0.09814,0.1871,4.8804083,1.7610034,13445651456.0,0.03880548899663894,-0.06748683265623312,-0.03998989481510429,0.005751838216514038,0.2856349798540879,1.0,0.2856349798540879,1007313.3333333334
ROK,0.030900494166882817,2.01,-0.134,-0.083,0.24847999,0.07114,0.38944998,0.113859996,0.13078,3.635208,8.691542,29420464128.0,-0.06794673266688134,0.01765482286093789,-0.12114816465242861,-0.13444960042216092,0.303747121717708,1.0,0.303747121717708,951140.0
ROL,0.018677042336447194,1.28,-0.03,0.104,0.37518,0.15195,0.5269,0.13763,0.18226999,7.3576436,18.711323,24932907008.0,0.12521208059150157,0.03156997788979199,0.05214185039569896,0.029250864946573918,0.24746751746825968,1.0,0.24746751746825968,1935826.6666666667
ROP,0.025206837223521326,0.58,0.185,0.163,0.08533,0.041950002,0.69302005,0.2201,0.27953,8.684681,3.2375455,61133205504.0,0.041913714804926006,0.035718057183403484,0.03600266618949832,0.004463914563705762,0.2275375568296902,1.0,0.2275375568296902,630126.6666666666
ROST,0.05088157415378854,1.3,-0.02,-0.018,0.40282002,0.11066,0.27775,0.098950006,0.12365,1.9395171,7.350139,40980480000.0,-0.14719046363366162,-0.18454769902593227,-0.1926026908395092,-0.10992478417643381,0.31625958109763036,1.0,0.31625958109763036,2975340.0
RCL,0.051598902945404694,1.41,0.899,0.129,0.45828998,0.07129,0.48863,0.17452,0.16618,3.4613726,7.5382214,57060728832.0,0.6179851990135781,0.2910068714923979,-0.1314204668557567,-0.16987771074573366,0.5208611986209128,1.0,0.5208611986209128,2974183.3333333335
SPGI,0.025406484700341944,0.79,0.558,0.14,0.11023,0.059949998,0.69095004,0.27111,0.38976002,10.539247,4.5158687,149741617152.0,0.14511179622240267,-0.061132141967823794,-0.05598397980705272,-0.08305180034436244,0.25537911981123224,1.0,0.25537911981123224,1506550.0
CRM,0.02279885595340826,0.57,0.195,0.076,0.10258,0.047259998,0.77192,0.16353,0.21195,7.0854573,4.3938417,268503400448.0,-0.07905328786495969,0.10572657510148131,-0.21172669651046583,-0.1432601555262345,0.3477869348959233,1.0,0.3477869348959233,7637416.666666667
SBAC,0.031801311511527784,2.03,0.595,0.028,0.0,0.08826999,0.77322996,0.27972,0.57292,8.764191,-4.593639,23484821504.0,0.01196949583588025,-0.08133021704159205,0.014544773543942568,0.05140549990593768,0.27452167697638863,1.0,0.27452167697638863,869970.0
SLB,0.0756691002353763,2.77,0.001,0.033,0.20952,0.08217,0.20676,0.122930005,0.18193,1.5401429,2.7247415,55890243584.0,-0.19748139736220527,0.046445591349892235,-0.004183142892608349,-0.008443963386637554,0.39362773772610404,1.0,0.39362773772610404,13855993.333333334
STX,0.06257110423857912,3.28,0.0,0.495,0.0,0.112110004,0.31749,0.14673,0.21032,2.3159983,-17.245438,18609045504.0,0.020334460422862355,-0.11400521435364541,-0.09997971264449079,-0.1140005812212922,0.39577347928298773,1.0,0.39577347928298773,3211720.0
SRE,0.06295399668169484,3.67,-0.102,0.076,0.097950004,0.01951,0.40948,0.21699,0.25812,3.4690025,1.5059737,45738799104.0,0.022842373573296326,-0.12826191383546792,-0.1967738686309265,-0.15338238482930833,0.24568237364762804,1.0,0.24568237364762804,5929443.333333333
NOW,0.00810109807468007,0.0,0.296,0.213,0.16534,0.046230003,0.79179,0.12973,0.13764,15.872468,18.143589,174343176192.0,0.08682166072378927,-0.0471713942227886,-0.2639952077630918,-0.14054357073796742,0.3932508624226884,1.0,0.3932508624226884,1901556.6666666667
SHW,0.030897068578824446,0.92,0.357,0.009,0.69045997,0.101289995,0.48466998,0.11609,0.12684,3.721501,21.079313,85961089024.0,0.023209267956290747,-0.08239011488715298,-0.07908009043880049,-0.036492414885172186,0.26304419305788174,1.0,0.26304419305788174,1924296.6666666667
SPG,0.04497239437030171,5.21,-0.111,0.036,0.74901,0.05797,0.82504,0.39755002,0.52821,10.191878,18.12978,60782301184.0,0.11813019196066232,0.008300562555085156,-0.0759598724805507,-0.1123927925185002,0.36731404592167577,1.0,0.36731404592167577,1618300.0
SWKS,0.04682996713285587,4.03,-0.306,-0.111,0.08342,0.05251,0.40942,0.13021,0.17099,2.7578309,1.7424052,11155425280.0,-0.3325466738339925,-0.29620063967432286,-0.2156311440515557,0.059531888118502074,0.39136431110998326,1.0,0.39136431110998326,4190893.3333333335
SJM,0.0,3.87,0.0,-0.019,-0.03549,0.0552,0.39705002,-0.02921,0.21382,1.3509195,1.7187669,11871880192.0,-0.06295141755718714,-0.035196502677782515,-0.004701912061897184,0.08507423268600922,0.23132479394309746,1.0,0.23132479394309746,1439196.6666666667
SW,0.018522701905045073,5.22,0.56,1.634,0.02708,0.0298,0.19872999,0.01511,0.029979998,1.094668,1.3220056,23107346432.0,0.0,-0.001165625152233618,-0.1722138960977173,-0.13076771662094977,0.38060245626162376,1.0,0.38060245626162376,3927823.3333333335
SNA,0.058793396067062804,2.58,0.014,0.004,0.2034,0.11292,0.51969004,0.20435,0.26047,3.4050434,3.2224672,17394323456.0,0.15532415213763584,0.20915974900367518,-0.06143990771951402,-0.0027537292414477887,0.2682444794188999,1.0,0.2682444794188999,396046.6666666667
SOLV,0.03721682739497914,0.0,-0.886,0.019,0.0655,0.048060004,0.55876,0.058029998,0.095419995,1.5542693,4.330511,12828939264.0,0.0,0.08026222889672296,0.052064206406029045,0.006514703514460596,0.319843719070103,1.0,0.319843719070103,1082833.3333333333
SO,0.044146937253251736,3.19,-0.385,0.049,0.1185,0.03373,0.49925,0.16468,0.18530001,3.7093542,2.9855971,99128778752.0,0.3370204150825251,0.038527963042415125,0.09485689432132771,0.04995775808339764,0.21843324682461956,1.0,0.21843324682461956,5242806.666666667
LUV,0.023952095808383235,2.27,0.0,0.016,0.04457,0.0050700004,0.21322,0.01692,0.03766,0.684246,1.8189635,18805133312.0,0.1487276592183353,0.11140708860607274,-0.04448124305000323,0.06821237443783823,0.3540611825119703,1.0,0.3540611825119703,11732286.666666666
SWK,0.023341978424075663,4.05,0.0,-0.004,0.03221,0.0276,0.2969,0.01915,0.06346,0.8143425,1.4334526,12512942080.0,-0.0884766577654954,-0.1564833840046823,-0.024254846110217332,-0.041413269844842615,0.3376390008979527,1.0,0.3376390008979527,1995153.3333333333
SBUX,0.03159718592934338,2.49,-0.235,-0.003,0.0,0.09776,0.26115,0.09729999,0.11441,3.0829904,-14.914867,111446089728.0,0.09824333660997864,-0.00027567398635774953,0.0022607125476639123,-0.1273664790654052,0.2824560962325703,1.0,0.2824560962325703,10463166.666666666
STT,0.09457436334902954,3.5,3.417,0.125,0.10939,0.00826,0.0,0.20788999,0.29764998,1.9374849,1.113634,25041991680.0,0.23380612919183164,0.06860623800990462,-0.11869210548777664,-0.11616782244250612,0.3288930947555275,1.0,0.3288930947555275,2054300.0
STLD,0.07739499588722992,1.57,-0.485,-0.085,0.1743,0.081379995,0.15978,0.087629996,0.061339997,1.0865153,2.1504683,19057903616.0,-0.03690457916798051,0.159072166031192,-0.04413319147950079,-0.03900229435437508,0.3898837912751763,1.0,0.3898837912751763,1888910.0
STE,0.027401489862846226,1.01,0.238,0.056,0.096140005,0.05589,0.43812,0.086619996,0.18334,4.124685,3.4702253,22266578944.0,-0.02351158143215437,-0.07811332700221585,0.08114688561134442,0.034320680258834724,0.250196366587791,1.0,0.250196366587791,578626.6666666666
SYK,0.020999649242858694,0.91,-0.526,0.107,0.1526,0.07474,0.64373,0.13246,0.25606,6.2405353,6.830373,141004898304.0,0.044968362950996266,0.009307418286273794,-0.015342231290784492,-0.0417498791578943,0.2582184011071012,1.0,0.2582184011071012,1361330.0
SMCI,0.0545411448033579,0.0,0.0,0.549,0.31015,0.12758,0.124350004,0.06939,0.06492,1.2020772,4.011987,25027094528.0,-0.6450545973673333,-0.04620819723743552,0.10133186630049296,0.06275196180995857,0.6712213490042855,1.0,0.6712213490042855,106771466.66666667
SYF,0.16029246578605408,1.87,0.82,0.208,0.22957,0.02953,0.0,0.37255,0.52009,2.2078285,1.3484681,20735926272.0,0.250650670562536,0.15874506998706162,-0.2188235839643523,-0.1665624976158142,0.38362920894956914,1.0,0.38362920894956914,4714040.0
SNPS,0.018600273610024802,0.0,-0.347,-0.037,0.15951,0.06647,0.81346,0.3475,0.17305,11.363438,7.4150453,68996087808.0,-0.20486457362778843,-0.08737089713501145,-0.12855912761420674,-0.12454136966696017,0.3022482684896482,1.0,0.3022482684896482,1297613.3333333333
SYY,0.05322779184824884,2.78,0.0,0.045,0.86513,0.088520005,0.18431,0.02398,0.038510002,0.44490358,17.80559,35845881856.0,-0.06507963812454898,-0.035152141455702224,-0.08193023941437139,0.04358350090436747,0.2957101596944725,1.0,0.2957101596944725,3866246.6666666665
TMUS,0.0376982560711345,1.38,0.533,0.068,0.17934,0.05461,0.63792,0.1393,0.20195,3.5904498,4.745467,292262608896.0,0.5819995980853321,0.27346329169655625,0.09599539334377627,0.006093569510778218,0.2626089100396805,1.0,0.2626089100396805,3883126.6666666665
TROW,0.09834479804207309,5.46,0.01,0.111,0.19646999,0.11412,0.51936,0.29606,0.32858002,2.9200783,2.0052156,20713867264.0,-0.1621126684113865,-0.08019960409541382,-0.21683583396965067,-0.1176415769079242,0.2927197143279804,1.0,0.2927197143279804,1948170.0
TTWO,0.0,0.0,0.0,-0.005,-0.51451,-0.02478,0.57918,-0.67070997,-0.07891,6.6243076,6.328734,36105789440.0,0.41189873825642453,0.33174927746490135,0.07408379771586038,-0.022038366540665044,0.3418543048108495,1.0,0.3418543048108495,1911570.0
TPR,0.048822029397989714,1.99,-0.007,0.053,0.39821997,0.07958,0.74767995,0.117419995,0.2497,2.1525111,10.907121,14586276864.0,0.5134978739276328,0.6925900036874588,0.1358702770993072,-0.1687452087562401,0.4300648860323022,1.0,0.4300648860323022,6180153.333333333
TRGP,0.030215447623425117,1.58,0.168,0.039,0.34414002,0.07762,0.34664002,0.08009,0.15901,2.5336974,15.98488,41505763328.0,0.8247196788060542,0.3076719017227212,0.025327810548144924,-0.051298636392611896,0.5248090154630398,1.0,0.5248090154630398,1814273.3333333333
TGT,0.08462272986833719,4.28,-0.19,-0.031,0.2912,0.06341,0.28212,0.03839,0.04936,0.44759873,3.2522597,47698804736.0,-0.35245643277110994,-0.2835052967373769,-0.2234674995408109,-0.17882355334712008,0.32087511761149257,1.0,0.32087511761149257,7067166.666666667
TEL,0.043391826238299666,1.95,-0.696,0.001,0.14879,0.08135,0.3465,0.12101,0.19499001,2.745977,3.5123034,43523735552.0,0.04068622387138343,0.01221211369174613,-0.026363190949541093,-0.004164110775325414,0.2670993549524868,1.0,0.2670993549524868,1539080.0
TDY,0.03499847441650018,0.0,-0.377,0.054,0.0874,0.04579,0.42942002,0.14448,0.18991,4.0596805,2.4037075,23018387456.0,0.16667463583785547,0.1493487135248064,0.03502380823531115,-0.028601361552521465,0.2723601030687976,1.0,0.2723601030687976,264620.0
TFX,0.010819838650238112,0.99,0.0,0.028,0.01609,0.03695,0.56176,0.02286,0.19208999,2.095324,1.4895297,6385131008.0,-0.37556425179594344,-0.4302271632058954,-0.24815113148928414,-0.17985808624166089,0.2992384419356356,1.0,0.2992384419356356,1081346.6666666667
TER,0.03827530408102392,0.55,0.249,0.123,0.20294,0.09519,0.58475,0.19233999,0.20528,4.974505,4.9756207,14027506688.0,-0.17414865111446354,-0.32187583187255786,-0.2776011257776432,-0.22151387307630133,0.40019243320608405,1.0,0.40019243320608405,3212460.0
TSLA,0.008200655609613366,0.0,-0.709,0.021,0.1042,0.04186,0.17863001,0.07259,0.06158,8.230787,11.025934,804065640448.0,0.4749823107702582,0.087768149267756,-0.41149327355258836,-0.2571394951916973,0.5778799662799129,1.0,0.5778799662799129,97455163.33333333
TXN,0.029475113660459542,3.08,-0.121,-0.017,0.28395998,0.09854999,0.58142,0.30682,0.34864,10.263265,9.508461,160527728640.0,0.05024943496863976,-0.08717878957599645,-0.0729024044447335,-0.019834475333433632,0.2861579836794019,1.0,0.2861579836794019,6305686.666666667
TPL,0.014897015442544148,0.48,0.048,0.115,0.41731,0.28298,0.93464994,0.64316005,0.7952,43.020035,26.797638,30364528640.0,1.514572896080424,0.6659020010379748,0.09573474447093222,-0.015343052094844767,0.450969988805996,1.0,0.450969988805996,122113.33333333333
TXT,0.05929771580454903,0.11,0.0,0.0,0.11627,0.04077,0.18121,0.06014,0.056739997,0.9701388,1.8592186,13292840960.0,-0.20522565564683015,-0.15761644114205386,-0.10838420870952736,0.005636523337810617,0.3284912102297889,1.0,0.3284912102297889,1347020.0
TMO,0.03170194289795322,0.33,0.138,0.047,0.13134,0.04888,0.41235,0.14774,0.19245,4.5931363,4.0090156,196949098496.0,-0.11698057459200983,-0.14808487929238567,-0.021483783770797515,-0.028826257411029066,0.24828007452120493,1.0,0.24828007452120493,1944873.3333333333
TJX,0.037612574906853394,1.32,0.013,-0.004,0.61982,0.12810001,0.30603,0.0863,0.11297,2.259091,15.357288,127322365952.0,0.17053774332265004,-0.036075011432848414,-0.10415246024111802,-0.08687065108839509,0.26315590452456156,1.0,0.26315590452456156,5047560.0
TSCO,0.03935944239320524,1.78,-0.039,0.031,0.49828997,0.09658,0.36259,0.07399,0.084359996,1.8510857,12.149555,27550134272.0,0.038018410471461817,-0.06536992180279844,-0.08858540580078023,-0.06855282518276506,0.286364497055488,1.0,0.286364497055488,5419736.666666667
TT,0.03260494643773516,1.08,0.21,0.102,0.36048,0.1095,0.35691002,0.12944001,0.16188,3.9322324,10.468966,78008410112.0,0.22259339716255,-0.03300254453142104,-0.13078253680368168,-0.03832333055576065,0.2663049104133052,1.0,0.2663049104133052,1670376.6666666667
TDG,0.021099146090128845,0.0,0.564,0.121,0.0,0.112320006,0.59973,0.22373,0.49103,9.258049,-12.0667095,75517911040.0,0.19726667225292016,0.05460145621729984,0.08009463251955418,-0.005142347123943791,0.3360124590293654,1.0,0.3360124590293654,273250.0
TRV,0.08228890201671173,1.61,0.284,0.099,0.18941,0.0317,0.26692,0.10767999,0.22418,1.274268,2.121806,59155345408.0,0.18812431426965337,0.12371927926336479,0.06868497045881639,0.08857904797992777,0.24121860341062937,1.0,0.24121860341062937,1242503.3333333333
TRMB,0.08776480506690794,0.0,0.439,0.055,0.29367,0.03155,0.67689,0.40844002,0.17897,4.630496,2.9699538,17055506432.0,0.09568920548526094,0.24622843048365128,-0.061790153480189236,-0.053213282537326934,0.3427806126423868,1.0,0.3427806126423868,1720910.0
TFC,0.0,5.13,0.0,0.065,-0.00072999997,-8.0000005e-05,0.0,0.42234,0.37153998,4.6398964,0.9236481,52931940352.0,0.16753600820333303,-0.0037036568409539727,-0.10186179288847885,-0.11580449069089838,0.331531250142967,1.0,0.331531250142967,8146340.0
TYL,0.010703255245237266,0.0,0.634,0.125,0.08315,0.04166,0.43772,0.12304,0.18607001,11.335524,7.143419,24233115648.0,0.33771818365807027,-0.03393517946274782,-0.09862086448793439,-0.07683486513798243,0.2849584113146705,1.0,0.2849584113146705,284396.6666666667
TSN,0.04943219706837412,3.34,2.367,0.023,0.05819,0.03482,0.0783,0.01962,0.050430004,0.3978307,1.1527356,21328896000.0,0.10690323859032791,-0.013505025994094089,-0.024952162836121894,0.044911082079115205,0.28253010660564404,1.0,0.28253010660564404,2626613.3333333335
USB,0.0901951471222652,4.76,1.092,0.032,0.110249996,0.009430001,0.0,0.25099,0.35005,2.6085818,1.266044,65467580416.0,0.01135617857571769,-0.020935255443376155,-0.1726422127747277,-0.11518216524265501,0.2991207341410773,1.0,0.2991207341410773,9842726.666666666
UBER,0.06373165404673697,0.0,3.84,0.204,0.56004,0.038900003,0.33187,0.22410999,0.06439,3.3987148,6.9961867,149468676096.0,-0.08562296419478832,0.05081519900070508,0.16949988059586096,-0.09829862094965436,0.5331663976597266,1.0,0.5331663976597266,25839290.0
UDR,0.0060046186325597925,3.97,0.0,0.054,0.02037,0.01747,0.66546994,0.05269,0.20417999,9.597158,4.2137017,16316868608.0,0.20725373170839356,-0.05098931057814915,-0.012613521519701298,0.017626322290195562,0.25302211571471966,1.0,0.25302211571471966,2122073.3333333335
ULTA,0.0709130588170638,0.0,0.047,-0.019,0.50386,0.16707,0.3884,0.10633001,0.14804,1.467577,6.6472044,16577242112.0,-0.369723869666405,-0.04181402419696878,-0.1688250970025308,-0.04191676762310004,0.3785158392705418,1.0,0.3785158392705418,1146886.6666666667
UNP,0.046688841376248846,2.26,0.078,-0.006,0.42597,0.090550005,0.55637,0.27823,0.41464,5.919013,8.497782,143536062464.0,-0.02559932457563452,-0.03485863755603957,0.02162682686548134,-0.03892833990850331,0.25596165373794666,1.0,0.25596165373794666,2646583.3333333335
UAL,0.12827473698451725,0.0,0.626,0.078,0.28629,0.04578,0.34223998,0.055180002,0.10868,0.42260548,1.9058337,24115136512.0,0.7116634898204133,0.4837864230587494,-0.25555781274754963,-0.2928585337575076,0.4943023890066993,1.0,0.4943023890066993,8288160.0
UPS,0.057810896741240216,5.62,0.07,0.015,0.33955002,0.07106,0.21257,0.06349,0.081420004,1.095126,5.964446,99733127168.0,-0.20672782712932403,-0.06643206634641996,-0.08278181655381012,0.03650624309428929,0.25951623021476494,1.0,0.25951623021476494,6303926.666666667
URI,0.062094653861424355,1.15,0.045,0.098,0.30743,0.09607001,0.40488997,0.16781001,0.26935,2.651098,4.7181973,40681099264.0,-0.05968988505573447,-0.12215505634774282,-0.21652713715065008,-0.15190133127425853,0.4279691544507917,1.0,0.4279691544507917,738783.3333333334
UNH,0.03169957928318375,1.72,0.026,0.068,0.15128,0.07056,0.22333999,0.03599,0.07711,1.1166589,4.8254104,446974001152.0,0.01734542078121204,-0.1598394090572326,-0.08020483775740717,-0.06951406361882773,0.2629370783258279,1.0,0.2629370783258279,5102190.0
UHS,0.10031609601855447,0.48,0.568,0.111,0.17943001,0.07407,0.42466,0.07216,0.11562,0.68858546,1.6343219,10898885632.0,-0.034760298474974416,-0.2737347868039204,-0.11980720767612774,-0.06348155206900175,0.3390825918177959,1.0,0.3390825918177959,922046.6666666666
VLO,0.0663620824049831,3.5,-0.746,-0.14,0.10727,0.03901,0.050279997,0.02234,0.0126600005,0.32810313,1.6588311,40676257792.0,-0.16175506798164707,-0.021896759968782264,-0.02322170265787249,-0.013520771697703715,0.3987558853209375,1.0,0.3987558853209375,3457056.6666666665
VTR,0.002840484309391914,2.87,0.0,0.109,0.00842,0.017970001,0.42178002,0.0166,0.15987,5.980815,2.714251,29240293376.0,0.5944635920544576,0.044381352717957956,0.1101520712551165,0.11594929800086051,0.3580872692532656,1.0,0.3580872692532656,2993906.6666666665
VLTO,0.03409903047249629,0.45,0.122,0.044,0.48514998,0.124910004,0.59792,0.16041,0.23122999,4.6692896,11.890021,24247619584.0,0.10353320531198351,-0.10214910022255175,-0.06923840100568779,-0.021087354205820086,0.22988275880338932,1.0,0.22988275880338932,1589900.0
VRSN,0.03360604188240345,0.0,-0.23,0.039,0.0,0.41919,0.8771,0.50449,0.66717005,14.477919,-11.565336,22547910656.0,0.2467960892737744,0.32438742283064825,0.1917500305175781,0.0477383636560591,0.25559508179232926,1.0,0.25559508179232926,860600.0
VRSK,0.023078522596066083,0.62,0.239,0.086,4.45084,0.18275,0.6873,0.33251,0.42999,14.047557,404.7405,40480845824.0,0.2306620024953725,0.07600902846382973,0.015454770963470699,-0.013753977211038326,0.22932245272987434,1.0,0.22932245272987434,803236.6666666666
VZ,0.09501950512891534,6.22,0.0,0.016,0.18469,0.05049,0.60005003,0.12988,0.21226999,1.3607787,1.8482226,183416635392.0,0.15530238700094223,0.026772962505518638,0.056014679303520776,0.07500619311837253,0.19573224402911227,1.0,0.19573224402911227,25212430.0
VRTX,0.0,0.0,-0.056,0.157,-0.031519998,0.12683,0.86112,-0.048600003,0.44983003,11.762134,7.9037027,129619886080.0,0.22161174758329882,0.05457013569467706,0.0779004031755901,0.11379076658780485,0.342828592372158,1.0,0.342828592372158,1496503.3333333333
VTRS,0.0,5.28,0.0,-0.081,-0.03244,0.02487,0.41646,-0.04303,0.12833999,0.7369807,0.58288497,10862579712.0,-0.2116231452941908,-0.20861259916039654,-0.27728737501129475,-0.13069943040200915,0.379852723163668,1.0,0.379852723163668,14167486.666666666
VICI,0.07937984653653028,5.36,-0.19,0.047,0.10345,0.049489997,0.99183,0.69594,0.85126996,8.8503895,1.2837354,34066964480.0,0.16400894429395096,-0.013003060408927847,0.04464676768330178,0.08257801305371704,0.3096112338547541,1.0,0.3096112338547541,7170663.333333333
V,0.029897529208391158,0.71,0.078,0.101,0.51191,0.16712,0.97815,0.54269004,0.68665004,17.391596,17.348112,640045481984.0,0.17232029756285017,0.16687161969704167,0.05917429306854216,-0.05601867190663634,0.24383661493767014,1.0,0.24383661493767014,6929056.666666667
VST,0.056162620440037496,0.72,0.0,0.312,0.51573,0.072119996,0.43689,0.15438,0.14218001,2.4493418,13.66491,42187460608.0,1.0555220316392129,0.5528537596723639,-0.14615267774575214,-0.2529860234767931,0.4024215798544335,1.0,0.4024215798544335,9198636.666666666
VMC,0.029915268591546675,0.85,0.297,0.011,0.11766,0.056009997,0.26957,0.12294,0.20381,4.1198335,3.7638714,30559686656.0,-0.13455485354819208,-0.017101952007062438,-0.17071733516026055,-0.12120747317993208,0.3061200936520981,1.0,0.3061200936520981,1209230.0
WRB,0.06895461290155977,0.51,0.471,0.139,0.22103001,0.0376,0.43945998,0.12876001,0.19259001,1.7581124,2.8625107,23978459136.0,0.13677865352956675,0.11266433170052181,0.05011434432209194,0.04231622656003475,0.24007797080931847,1.0,0.24007797080931847,1548473.3333333333
GWW,0.03999710740919216,0.85,0.228,0.059,0.55683,0.19674999,0.39363998,0.1112,0.15781,2.7155898,13.9300785,46621245440.0,0.0008242390794475085,-0.025594428851045792,-0.16076215177089404,-0.05812859584993035,0.2821210219469485,1.0,0.2821210219469485,316296.6666666667
WAB,0.03380155472279041,0.56,0.02,0.023,0.103310004,0.05515,0.32762,0.10167,0.13510999,2.9391382,3.033374,30528829440.0,0.2616402425925435,0.06780304239160473,-0.12228190868189026,-0.05466877765863776,0.3138473328171515,1.0,0.3138473328171515,1369546.6666666667
WBA,0.0,8.9,0.0,0.075,-0.80845,0.00545,0.17639999,-0.058730002,-0.00132,0.06456335,0.97567326,9710972928.0,-0.4293422972723593,0.308951317893154,0.14126009838352216,0.1858499710221988,0.35389072857493814,1.0,0.35389072857493814,28292396.666666668
WMT,0.02823667392763325,1.1,-0.035,0.041,0.21414,0.07186,0.24851,0.02854,0.04408,1.0068501,7.5291104,685649821696.0,0.4094814411264367,0.07380232161022615,-0.09920918470463436,-0.1762378344625367,0.21334889945765664,1.0,0.21334889945765664,23039000.0
DIS,0.031224655337570687,1.01,0.346,0.048,0.05905,0.04251,0.36740002,0.060700003,0.16784,1.9277463,1.7515137,178320392192.0,-0.1152518159693624,0.10948577261970094,-0.13552846834735555,-0.09695142032249082,0.2783993931632843,1.0,0.2783993931632843,10058493.333333334
WBD,0.0,0.0,0.0,-0.025,-0.28208,0.00349,0.42583,-0.28766,0.07639,0.6361487,0.73467916,25014003712.0,0.15141233233382523,0.3302871779855112,-0.05822552053696273,0.03767819725637023,0.44803020470832056,1.0,0.44803020470832056,38586673.333333336
WM,0.030285510594023034,1.47,0.214,0.13,0.36238,0.0696,0.39341998,0.124460004,0.18683,4.098245,10.9404955,90419585024.0,0.08498071004697327,0.09339129465711671,0.052089418167638124,-0.007501178120585039,0.19108133859392382,1.0,0.19108133859392382,1603600.0
WAT,0.028397189904958015,0.0,0.064,0.065,0.42824,0.114029996,0.59431,0.2156,0.32535,7.573999,12.249505,22406819840.0,0.07227129365183549,0.17098239449864927,-0.021076116356676167,-0.01246369490189203,0.2831651789781035,1.0,0.2831651789781035,508503.3333333333
WEC,0.045245900155872126,3.34,1.062,0.03,0.12247,0.02849,0.4409,0.17758,0.20887,3.9442348,2.735987,33920026624.0,0.3706942619744533,0.1430943899477819,0.12620572456722945,0.051220644649433655,0.2184188926271211,1.0,0.2184188926271211,2574813.3333333335
WFC,0.07579393387797843,2.26,0.663,0.005,0.10836001,0.0103400005,0.0,0.25297,0.29264,2.9882283,1.4517252,232968257536.0,0.2551355371745563,0.38859880572246586,-0.005589565943685648,-0.10599371010572756,0.31573753366913176,1.0,0.31573753366913176,17514696.666666668
WELL,0.01082251152527131,1.81,0.253,0.286,0.033010002,0.01687,0.39429,0.119090006,0.13891,11.864546,2.9390483,94810980352.0,0.6294941741563964,0.15839411843263584,0.15483697331233004,0.013655116452448546,0.32096539347797115,1.0,0.32096539347797115,2861036.6666666665
WST,0.029116509596685096,0.37,-0.021,0.023,0.17713,0.09929,0.34512,0.1703,0.22943,5.750666,6.202426,16637827072.0,-0.401993904976899,-0.22548084370135013,-0.2764241291485391,-0.28599354138655364,0.32555255909220915,1.0,0.32555255909220915,1339783.3333333333
